0,0.15
6.29,-0.35
10.9,-0.25
11.75,-0.65
15.77,-0.02
20.75,-0.37
25.92,-0.31
31.18,-0.68
36.16,-0.48
41.35,-0.71
46.39,-1.67
50.87,-1.85
55.86,-1.64
61.39,-2.29
65.81,-2.77
71.07,-2.63
75.81,-2.16
82.15,-2.3
