0,0.66
6.29,-0.59
11.52,-0.65
16.5,-0.14
21.33,-0.54
26.05,0.68
31.68,-1.16
35.57,-2.18
39.45,-4.63
40.73,-4.66
45.58,-6.51
50.45,-3.81
51.75,-0.83
56.57,-0.57
61.68,-0.33
66.52,-0.58
71.74,-1.12
76.39,-1.06
81.28,-2.29
