0.06,1.53
5.68,2.3
10.96,3.28
15.4,3.55
20.74,3.21
25.97,3.19
30.46,3.31
35.48,3.84
40.45,4.17
45.29,3.73
50.36,3.26
55.39,3.5
60.47,3.59
65.56,3.67
70.49,3.72
75.53,2.92
80.35,3.12
85.5,3.73
90.46,3.85
95.4,3.44
100.38,4.03
