0,-0.14
5.64,-0.34
11.47,-0.53
16.33,0
20.71,0.05
25.97,0.1
31.32,0.27
36.12,-0.66
41.54,0.15
46.24,-0.06
46.24,-0.04
51.07,0.61
56.23,-0.14
61.37,-0.15
66.59,-0.21
70.63,0.69
75.24,0.72
