0,0.06
5.54,-0.72
11.43,-1.19
16.18,-1.33
21.41,-2.06
26.43,-1.87
30.9,-2.17
35.61,-1.7
41.4,-2.25
46.8,-2.39
51.22,-3.32
52.63,-4.84
